Bo_Age,Ln_Orig,Orig_LTV_Ratio_Pct,Credit_score,First_home,Tot_mthly_debt_exp,Tot_mthly_incm,orig_apprd_val_amt,pur_prc_amt,DTI Ratio,Status,OUTCOME,State,Median_state_inc,UPB>Appraisal
37,90000,100,645,N,2683,4766,190000,189900,0.562946,Active,non-default,GA,"43,217",0
38,320000,80,679,N,810,5025,110000,110000,0.161204,Default,default,NY,"44,228",1
37,134000,100,609,Y,1028,2833,55000,53000,0.362866,Pay-off,non-default,WI,"47,220",1
26,112200,97,493,N,1379,4181,190000,178000,0.329825,Active,non-default,IL,"45,787",0
22,175000,100,757,N,1231,3110,137500,137500,0.39582,Active,non-default,UT,"50,614",1
37,134000,100,617,N,1311,2576,98000,97500,0.508929,Pay-off,non-default,FL,"40,171",1
37,96200,83,649,N,2176,3544,135900,134691,0.613995,Active,non-default,NC,"39,000",0
37,66950,95,778,N,1195,4349,102800,91700,0.274776,Pay-off,non-default,FL,"40,171",0
34,169746,90,765,N,2415,6708,285000,262350,0.360018,Active,non-default,VA,"53,275",0
35,145000,100,729,N,1188,3755,91000,91000,0.316378,Pay-off,non-default,FL,"40,171",1
24,115300,100,753,N,845,6666,117000,116900,0.126763,Active,non-default,PA,"44,286",0
37,225000,100,777,N,1007,4257,155000,155000,0.236552,Pay-off,non-default,VA,"53,275",1
37,368000,80,590,Y,984,1699,82000,79000,0.579164,Active,non-default,FL,"40,171",1
27,84150,90,622,Y,1821,3500,85000,78000,0.520286,Pay-off,non-default,CT,"55,970",0
26,173750,95,666,N,1920,4656,149000,148500,0.412371,Active,non-default,FL,"40,171",1
28,122070,95,655,N,1967,3921,97500,98953,0.501658,Active,non-default,AZ,"42,590",1
32,98100,90,700,N,489,3813,59000,57000,0.128245,Active,non-default,VA,"53,275",1
28,132250,97,633,Y,1483,3929,97500,97500,0.37745,Active,non-default,MO,"43,988",1
30,116000,90,652,Y,2165,2990,127000,125723,0.72408,Active,non-default,TX,"41,275",0
41,78900,99,698,N,2805,4764,175000,175000,0.588791,Active,non-default,TN,"38,550",0
40,100800,71,703,Y,0,7437,365000,365000,0,Pay-off,non-default,CA,"49,894",0
37,130837,95,751,N,1202,4100,141500,130837,0.293171,Default,default,AZ,"42,590",0
49,35150,95,732,N,3101,5225,201000,201000,0.593493,Active,non-default,OH,"44,160",0
35,140000,80,767,N,1795,12693,228000,227300,0.141417,Pay-off,non-default,UT,"50,614",0
25,197094,100,711,N,756,2113,79000,79000,0.357785,Active,non-default,NC,"39,000",1
24,175750,95,752,N,919,27115,100000,96000,0.033893,Active,non-default,NC,"39,000",1
31,113400,97,664,N,774,4650,90000,81500,0.166452,Pay-off,non-default,SC,"39,326",1
42,173000,100,752,N,1663,4092,163000,163000,0.406403,Active,non-default,MO,"43,988",1
33,237100,95,722,N,487,4100,61000,56650,0.11878,Active,non-default,PA,"44,286",1
29,114187,102,699,N,2485,6611,156000,155000,0.375889,Active,non-default,GA,"43,217",0
42,201566,95,759,Y,1038,2500,88000,85000,0.4152,Active,non-default,IL,"45,787",1
35,105000,100,696,N,3421,6000,135000,134500,0.570167,Pay-off,non-default,UT,"50,614",0
21,123000,75,754,N,5301,36850,630000,360000,0.143853,Active,non-default,NY,"44,228",0
35,48500,97,769,N,3674,8277,405000,400000,0.443881,Active,non-default,MN,"55,914",0
40,139500,93,754,N,1466,4235,91000,90000,0.346163,Active,non-default,MI,"44,476",1
46,123500,95,749,N,3245,7083,222000,221400,0.458139,Active,non-default,FL,"40,171",0
35,238000,80,789,N,2133,12917,415000,411000,0.165131,Active,non-default,NC,"39,000",0
51,260000,68,700,N,1866,10417,280000,280000,0.17913,Active,non-default,CA,"49,894",0
40,66700,100,707,N,3132,8033,330000,329000,0.389892,Pay-off,non-default,CA,"49,894",0
34,236400,100,649,N,1341,5025,132000,129900,0.266882,Active,non-default,AZ,"42,590",1
53,170400,95,720,Y,1241,2288,180000,180000,0.542395,Pay-off,non-default,VA,"53,275",0
78,60800,95,725,N,2558,6004,260000,258900,0.426049,Pay-off,non-default,CA,"49,894",0
28,261900,97,595,N,1052,1648,64000,62500,0.63835,Active,non-default,CA,"49,894",1
37,116663,69,662,N,1052,2433,130000,130000,0.432388,Active,non-default,TN,"38,550",0
25,76400,100,760,N,2353,5547,142000,137675,0.424193,Active,non-default,TX,"41,275",0
32,168743,95,674,Y,1160,2758,93500,93500,0.420595,Active,non-default,VA,"53,275",1
34,127890,102,669,N,1635,4648,179500,179400,0.351764,Active,non-default,CT,"55,970",0
26,76500,90,783,Y,2343,6569,185000,181360,0.356675,Active,non-default,FL,"40,171",0
47,265500,90,667,N,900,5025,110000,110000,0.179116,Pay-off,non-default,FL,"40,171",1
38,111600,90,563,Y,771,1776,90500,90500,0.434122,Active,non-default,FL,"40,171",1
43,158800,80,679,N,2659,5025,340000,340000,0.529188,Pay-off,non-default,FL,"40,171",0
52,133650,90,671,N,856,2083,113000,112500,0.410946,Active,non-default,NC,"39,000",1
37,305000,100,747,N,2101,5025,278000,275600,0.418136,Pay-off,non-default,NY,"44,228",1
38,135000,100,653,N,2545,6892,207000,196884,0.369269,Active,non-default,IL,"45,787",0
50,89000,100,653,N,2014,7248,175500,175500,0.27787,Pay-off,non-default,DC,"43,003",0
38,19700,100,662,N,2297,7750,146000,145935,0.296387,Pay-off,non-default,FL,"40,171",0
57,76000,95,693,Y,961,3277,95000,91100,0.293256,Pay-off,non-default,MD,"56,763",0
32,149900,100,636,Y,1278,2961,117000,116600,0.431611,Active,non-default,FL,"40,171",1
20,248000,80,711,N,1014,3336,132000,132000,0.303957,Active,non-default,TN,"38,550",1
28,128250,95,728,N,1217,3242,115000,114900,0.375386,Active,non-default,IL,"45,787",1
33,69350,95,642,Y,1968,4291,154000,148548,0.458634,Active,non-default,GA,"43,217",0
50,68400,95,612,Y,2737,6067,183000,181900,0.451129,Pay-off,non-default,VA,"53,275",0
58,173000,77,788,N,1742,5362,187000,187000,0.324879,Active,non-default,GA,"43,217",0
40,279992,80,717,N,541,1978,58500,58000,0.273509,Pay-off,non-default,FL,"40,171",1
56,50800,95,645,Y,2256,4742,147000,144800,0.475749,Active,non-default,MD,"56,763",0
26,164000,100,700,N,1131,2583,96000,86450,0.437863,Active,non-default,TX,"41,275",1
46,150000,100,670,N,942,2574,120000,113300,0.365967,Active,non-default,GA,"43,217",1
44,140000,74,740,N,1827,11084,206000,205875,0.164832,Active,non-default,NC,"39,000",0
47,100000,100,781,N,2610,6826,173000,169500,0.382362,Active,non-default,PA,"44,286",0
40,286116,95,546,Y,973,2565,139000,139000,0.379337,Active,non-default,GA,"43,217",1
29,112000,100,781,Y,2240,6995,335000,335000,0.320229,Pay-off,non-default,NY,"44,228",0
40,119000,100,787,N,958,2878,75000,75000,0.33287,Pay-off,non-default,FL,"40,171",1
37,117000,90,634,Y,1968,5000,151000,149900,0.3936,Pay-off,non-default,MA,"52,354",0
44,309000,76,790,Y,1024,1568,111500,111500,0.653061,Pay-off,non-default,FL,"40,171",1
41,61750,95,703,N,1176,5950,145000,61750,0.197647,Pay-off,non-default,FL,"40,171",0
40,181250,97,701,N,0,4089,255000,254000,0,Active,non-default,CA,"49,894",0
31,98000,100,698,N,0,6000,195000,195000,0,Active,non-default,PA,"44,286",0
37,86100,95,681,N,4342,8832,305000,305000,0.491621,Pay-off,non-default,VA,"53,275",0
28,118650,95,746,N,1379,3011,125000,122000,0.457987,Active,non-default,TN,"38,550",0
34,278100,90,699,N,915,5025,250000,250000,0.182101,Active,non-default,CO,"51,022",1
39,48500,97,646,N,1811,6663,264500,250000,0.271799,Pay-off,non-default,NC,"39,000",0
37,85500,95,631,Y,662,2281,74000,74000,0.290224,Active,non-default,NC,"39,000",1
38,113850,90,647,Y,959,3952,73500,71000,0.242662,Active,non-default,OH,"44,160",1
33,310000,76,635,N,2177,3749,167000,156000,0.580688,Pay-off,non-default,MI,"44,476",1
33,156275,95,752,N,949,1678,76000,74500,0.565554,Pay-off,non-default,CT,"55,970",1
23,107900,100,683,N,1002,5141,142000,134000,0.194904,Active,non-default,WI,"47,220",0
26,74100,95,700,N,2093,7500,280000,280000,0.279067,Pay-off,non-default,CA,"49,894",0
28,129670,95,660,N,1719,5000,102000,101500,0.3438,Active,non-default,FL,"40,171",1
41,236495,102,691,Y,1201,1847,156000,152603,0.650244,Active,non-default,NM,"37,587",1
56,53000,88,537,Y,2418,7069,219000,219000,0.342057,Active,non-default,IL,"45,787",0
36,146800,98,692,N,1815,3372,166000,164579,0.538256,Active,non-default,GA,"43,217",0
30,285000,100,674,N,1260,3667,191000,190835,0.343605,Active,non-default,GA,"43,217",1
32,139900,100,776,N,1902,5762,178000,177900,0.330094,Pay-off,non-default,MD,"56,763",0
30,139500,90,593,Y,2631,4095,146000,139112,0.642491,Active,non-default,GA,"43,217",0
31,65000,100,767,N,2268,5818,191000,190000,0.389825,Active,non-default,WI,"47,220",0
58,305000,100,638,N,1605,4000,127000,123500,0.40125,Active,non-default,FL,"40,171",1
38,86600,98,691,N,436,6126,57000,55000,0.071172,Pay-off,non-default,FL,"40,171",1
42,67400,90,689,Y,1850,3400,145000,145000,0.544118,Active,non-default,CT,"55,970",0
43,129950,100,676,N,836,3591,113000,89000,0.232804,Pay-off,non-default,OH,"44,160",1
41,297459,102,706,N,1773,5025,205000,203000,0.352858,Pay-off,non-default,PA,"44,286",1
37,235200,98,642,N,1166,5025,136000,132038,0.232054,Pay-off,non-default,TX,"41,275",1
23,54900,100,591,Y,1588,3786,138000,137711,0.41944,Active,non-default,NC,"39,000",0
37,175000,100,714,N,982,2250,110000,99000,0.436444,Active,non-default,NC,"39,000",1
27,129200,95,643,N,1700,3787,140000,138500,0.448904,Active,non-default,SC,"39,326",0
24,175136,98,719,N,1264,3700,171000,163900,0.341622,Pay-off,non-default,NV,"46,984",1
33,126250,99,782,N,2061,4755,169000,161127,0.433438,Pay-off,non-default,FL,"40,171",0
37,315000,100,745,N,1219,3553,75000,74900,0.34309,Active,non-default,OH,"44,160",1
46,163000,100,693,Y,2667,3676,168000,165018,0.725517,Active,non-default,CO,"51,022",0
53,118750,95,704,N,0,7880,382100,382082,0,Pay-off,non-default,CA,"49,894",0
29,122675,100,591,N,1846,4650,115500,115000,0.396989,Active,non-default,OH,"44,160",1
26,165282,100,711,N,1166,2929,76500,76500,0.398088,Active,non-default,OH,"44,160",1
24,124500,100,788,N,643,2713,110000,108000,0.237007,Pay-off,non-default,WA,"48,688",1
54,146000,100,568,Y,1491,2499,96000,95200,0.596639,Active,non-default,GA,"43,217",1
50,64000,97,718,N,2213,6450,265000,265000,0.343101,Pay-off,non-default,MD,"56,763",0
37,127675,100,698,Y,731,2626,105000,95000,0.27837,Pay-off,non-default,IN,"43,003",1
23,226800,90,706,N,1806,4554,86000,86000,0.396574,Pay-off,non-default,KY,"37,396",1
37,192141,90,639,Y,601,1821,81000,85000,0.330038,Active,non-default,IN,"43,003",1
32,135685,92,648,Y,1240,1950,104000,104000,0.635897,Active,non-default,TX,"41,275",1
42,238500,90,596,Y,1068,2384,85000,76500,0.447987,Default,default,SC,"39,326",1
32,154198,100,644,Y,1614,5326,108800,108750,0.303042,Pay-off,non-default,IL,"45,787",1
26,79664,95,683,N,1173,6700,188500,185000,0.175075,Active,non-default,MD,"56,763",0
29,81000,100,757,N,1637,5260,168000,168000,0.311217,Pay-off,non-default,AZ,"42,590",0
29,156900,100,656,N,1878,4684,152000,149000,0.400939,Active,non-default,FL,"40,171",1
29,114300,97,620,Y,2351,5089,321000,314900,0.461977,Pay-off,non-default,CA,"49,894",0
33,137000,100,724,N,1459,4288,195000,191545,0.340252,Active,non-default,OH,"44,160",0
35,248200,92,631,N,1335,2764,175000,174000,0.482996,Pay-off,non-default,VA,"53,275",1
36,149900,100,627,Y,1391,2773,187000,184000,0.501623,Pay-off,non-default,MD,"56,763",0
37,118500,100,736,N,2154,4999,165000,163436,0.430886,Active,non-default,FL,"40,171",0
50,217000,100,548,N,1404,4750,225000,225000,0.295579,Active,non-default,MD,"56,763",0
29,223100,97,783,N,1429,3416,185000,181280,0.418326,Pay-off,non-default,FL,"40,171",1
54,245000,100,722,N,1513,2783,129000,128336,0.543658,Pay-off,non-default,AZ,"42,590",1
44,180000,80,663,N,1110,3146,100000,96850,0.352829,Active,non-default,FL,"40,171",1
37,166155,95,607,Y,629,3008,102500,102500,0.209109,Active,non-default,HI,"53,123",1
37,289750,95,678,N,1652,3000,130000,126671,0.550667,Active,non-default,TX,"41,275",1
36,92000,95,728,N,2667,4136,297000,296448,0.644826,Active,non-default,CA,"49,894",0
53,165000,100,681,N,831,2748,48000,43500,0.302402,Pay-off,non-default,NY,"44,228",1
37,99000,90,771,N,1301,3458,78500,78500,0.376229,Pay-off,non-default,PA,"44,286",1
55,100800,100,760,N,2391,6951,290000,290000,0.343979,Pay-off,non-default,NJ,"56,772",0
37,147000,100,599,N,1261,3640,100000,98900,0.346429,Active,non-default,GA,"43,217",1
31,215600,95,664,N,1235,2600,110000,107000,0.475,Pay-off,non-default,WI,"47,220",1
38,310500,90,724,N,1671,12293,158000,151600,0.135931,Pay-off,non-default,NJ,"56,772",1
28,185000,74,589,N,777,2452,113000,113000,0.316884,Active,non-default,NC,"39,000",1
30,61000,98,738,N,2317,7399,208000,197610,0.31315,Pay-off,non-default,VA,"53,275",0
38,153265,102,660,Y,924,2236,120000,110000,0.413238,Active,non-default,NC,"39,000",1
25,103300,100,697,N,2567,6996,139000,138000,0.366924,Pay-off,non-default,CT,"55,970",0
44,189000,100,731,N,1536,2912,142500,139610,0.527473,Pay-off,non-default,AZ,"42,590",1
55,161434,100,651,N,1648,3088,101000,100900,0.533679,Active,non-default,TN,"38,550",1
19,116450,100,643,Y,2386,6583,240000,240000,0.362449,Pay-off,non-default,NY,"44,228",0
37,175000,100,786,N,1464,4406,104000,103763,0.332274,Pay-off,non-default,GA,"43,217",1
38,170550,95,738,N,850,2667,55000,54400,0.31871,Pay-off,non-default,NC,"39,000",1
28,192800,80,660,Y,990,2857,88000,87300,0.346517,Active,non-default,NC,"39,000",1
32,174500,100,629,Y,1711,4366,200000,200000,0.391892,Pay-off,non-default,CA,"49,894",0
44,130961,100,661,N,2232,4769,115000,113000,0.468023,Active,non-default,MI,"44,476",1
38,66785,95,734,N,1190,4945,131000,131000,0.240647,Active,non-default,IL,"45,787",0
37,130500,90,702,N,1702,3656,144000,143990,0.465536,Active,non-default,TX,"41,275",0
32,102600,95,645,N,1164,2930,90000,90000,0.39727,Active,non-default,FL,"40,171",1
44,189900,95,671,N,1287,5025,164000,162000,0.256136,Pay-off,non-default,CA,"49,894",1
28,106000,100,691,N,1448,3995,190000,187444,0.362453,Pay-off,non-default,IL,"45,787",0
37,121000,100,624,N,1470,3475,150000,140000,0.423022,Active,non-default,KS,"43,725",0
43,59900,100,726,N,2598,6933,157500,155000,0.37473,Active,non-default,MI,"44,476",0
42,127000,100,763,N,2298,6365,255000,249900,0.361037,Active,non-default,GA,"43,217",0
32,174675,103,652,Y,1435,3556,171000,169500,0.403543,Active,non-default,MN,"55,914",1
37,112800,80,709,Y,2044,2755,136000,135000,0.741924,Active,non-default,FL,"40,171",0
30,154350,97,756,Y,1281,4311,191000,191000,0.297147,Pay-off,non-default,CA,"49,894",0
24,132750,93,722,Y,1735,4700,140000,139000,0.369149,Active,non-default,MN,"55,914",0
30,121000,100,748,N,1470,4766,156000,147435,0.308435,Active,non-default,IL,"45,787",0
33,130600,95,687,N,1899,5532,175000,175000,0.343275,Pay-off,non-default,VA,"53,275",0
37,156000,100,761,N,1454,3840,205000,197500,0.378646,Active,non-default,VA,"53,275",0
23,69900,100,752,N,2610,6055,190000,188000,0.431049,Active,non-default,MI,"44,476",0
45,181280,80,744,N,3615,10941,212000,210500,0.330409,Active,non-default,FL,"40,171",0
37,112700,100,692,N,2656,5025,140000,139900,0.528591,Pay-off,non-default,MD,"56,763",0
42,210964,90,660,N,1517,5025,337000,210964,0.30191,Pay-off,non-default,NY,"44,228",0
32,70200,90,696,Y,1390,6276,125000,124500,0.221479,Active,non-default,AL,"38,111",0
59,82000,100,783,N,2725,5619,213000,212873,0.484962,Pay-off,non-default,TX,"41,275",0
26,121800,102,673,N,2032,5800,195000,195000,0.350345,Pay-off,non-default,CA,"49,894",0
21,82250,100,751,N,1918,5564,225000,225000,0.344716,Pay-off,non-default,LA,"35,523",0
37,288325,95,759,N,1301,4500,240000,240000,0.289111,Pay-off,non-default,VA,"53,275",1
37,131840,80,622,N,1005,2833,82000,78000,0.354748,Active,non-default,MO,"43,988",1
52,142500,95,749,N,2554,6973,335000,142500,0.36627,Pay-off,non-default,NJ,"56,772",0
33,352000,80,610,Y,784,1892,99000,98390,0.414376,Default,default,GA,"43,217",1
46,200000,89,662,N,0,4000,164125,164125,0,Pay-off,non-default,NV,"46,984",1
23,132850,100,573,Y,1717,4455,159740,159547,0.38541,Pay-off,non-default,MD,"56,763",0
39,140700,95,660,Y,1542,2804,128000,126990,0.549929,Active,non-default,TX,"41,275",1
39,259350,95,755,N,1336,2934,125000,122000,0.455351,Active,non-default,FL,"40,171",1
30,259300,95,576,N,1546,3190,121500,120739,0.484639,Active,non-default,GA,"43,217",1
25,127458,97,675,N,861,5204,111000,111000,0.16545,Active,non-default,OH,"44,160",1
50,135000,93,745,N,1230,5126,157000,152000,0.239953,Active,non-default,GA,"43,217",0
23,64000,100,703,N,0,5025,146000,146000,0,Pay-off,non-default,CA,"49,894",0
28,207500,100,779,N,1766,5560,143000,142000,0.317626,Active,non-default,TX,"41,275",1
29,116755,95,722,Y,1904,4700,169000,167500,0.405106,Pay-off,non-default,FL,"40,171",0
28,253650,90,737,N,2228,4140,203000,185000,0.538164,Active,non-default,MS,"33,659",1
37,188900,90,775,N,727,2690,69500,69500,0.27026,Pay-off,non-default,IL,"45,787",1
42,158500,100,733,N,1166,4166,134750,134750,0.279885,Pay-off,non-default,PA,"44,286",1
24,104550,100,757,N,0,7585,342500,342500,0,Pay-off,non-default,NY,"44,228",0
39,125900,90,549,Y,1933,3706,88000,88000,0.521587,Active,non-default,MI,"44,476",1
53,103000,100,687,N,1963,6963,116000,115900,0.281919,Active,non-default,ID,"42,519",0
25,140000,80,668,N,1725,3647,167500,167012,0.472991,Active,non-default,AZ,"42,590",0
30,252000,100,661,N,3286,5025,350000,330500,0.653972,Pay-off,non-default,NY,"44,228",0
45,129900,100,563,Y,3348,5000,160000,160000,0.6696,Active,non-default,TX,"41,275",0
37,352000,80,737,N,1911,3466,86000,74900,0.551356,Active,non-default,WA,"48,688",1
29,175000,100,503,Y,1642,2708,112000,109900,0.606352,Active,non-default,LA,"35,523",1
40,134700,97,709,N,860,6500,135000,135000,0.132308,Active,non-default,FL,"40,171",0
41,160050,97,706,Y,2034,3820,100000,94000,0.532461,Active,non-default,PA,"44,286",1
25,110095,97,667,Y,2356,6500,259000,259000,0.362462,Pay-off,non-default,CA,"49,894",0
40,285000,100,721,N,757,2700,99210,99210,0.28037,Pay-off,non-default,CA,"49,894",1
41,81900,100,728,N,933,3514,132000,81900,0.265509,Active,non-default,WY,"43,641",0
39,120000,80,624,Y,1514,2587,142000,142000,0.585234,Active,non-default,IL,"45,787",0
40,256934,100,687,N,0,5025,85000,83000,0,Active,non-default,CA,"49,894",1
32,137750,95,647,Y,2377,4032,315000,315000,0.589534,Active,non-default,CA,"49,894",0
37,85600,80,698,Y,2791,5704,285000,284000,0.489306,Pay-off,non-default,CA,"49,894",0
35,197500,100,757,N,4383,6083,280000,280000,0.720533,Active,non-default,OR,"42,617",0
69,128000,80,624,Y,1757,3570,205000,190000,0.492157,Pay-off,non-default,FL,"40,171",0
18,154755,95,801,N,1950,57390,265000,265000,0.033978,Active,non-default,CA,"49,894",0
42,299990,100,762,N,882,1518,125000,118000,0.581028,Pay-off,non-default,IL,"45,787",1
34,184500,90,808,N,411,2738,46900,46900,0.15011,Pay-off,non-default,PA,"44,286",1
53,128525,97,606,N,385,728,45000,45000,0.528846,Pay-off,non-default,IL,"45,787",1
36,309575,102,656,N,2130,5025,195000,194724,0.423907,Pay-off,non-default,FL,"40,171",1
41,102600,95,623,N,1768,5483,153500,156500,0.322451,Active,non-default,AZ,"42,590",0
79,40500,90,745,N,2546,8523,215000,215000,0.298721,Active,non-default,TX,"41,275",0
26,98450,99,806,N,1278,4450,137865,139500,0.287191,Active,non-default,CA,"49,894",0
37,257250,80,630,N,0,5025,408000,408000,0,Active,non-default,IL,"45,787",0
31,220000,100,653,Y,1256,2363,107000,106900,0.531528,Active,non-default,GA,"43,217",1
37,162000,93,621,Y,1197,2704,85000,85000,0.442678,Active,non-default,PA,"44,286",1
23,204500,99,689,N,4164,5025,281000,275512,0.828709,Active,non-default,TX,"41,275",0
36,64500,95,691,N,805,2310,94000,92000,0.348485,Pay-off,non-default,FL,"40,171",0
31,107910,99,751,Y,1323,4799,131500,130500,0.275682,Active,non-default,TN,"38,550",0
47,50000,100,764,N,1969,6000,180000,179900,0.328167,Active,non-default,FL,"40,171",0
36,140650,97,675,Y,2419,5371,186000,185693,0.450382,Active,non-default,IL,"45,787",0
41,233985,95,673,N,889,3147,117000,115000,0.282491,Pay-off,non-default,NV,"46,984",1
47,93500,100,768,N,1654,4472,148000,143000,0.369857,Pay-off,non-default,IL,"45,787",0
72,89400,80,688,N,7644,8447,290000,287000,0.904937,Pay-off,non-default,CA,"49,894",0
39,270000,90,726,N,843,5025,186000,185200,0.167772,Active,non-default,IL,"45,787",1
23,201000,87,721,Y,970,5025,95000,95000,0.193047,Pay-off,non-default,FL,"40,171",1
24,106500,100,713,Y,1787,5290,161000,159000,0.337807,Active,non-default,LA,"35,523",0
34,159300,90,623,N,2081,3784,160000,158000,0.549947,Active,non-default,FL,"40,171",0
22,125000,100,623,N,2886,6931,168000,163000,0.41639,Pay-off,non-default,FL,"40,171",0
38,182400,97,776,N,812,2167,82000,80500,0.374712,Pay-off,non-default,OH,"44,160",1
24,85500,100,654,Y,2724,8000,173000,173000,0.3405,Pay-off,non-default,NY,"44,228",0
37,157500,90,636,N,2654,3463,280000,280000,0.766388,Pay-off,non-default,CA,"49,894",0
46,150000,79,742,N,1709,3698,317000,270000,0.462142,Active,non-default,CO,"51,022",0
53,121600,80,780,N,3787,7367,359500,359314,0.514049,Active,non-default,CA,"49,894",0
37,93100,95,762,N,2599,5789,165000,164500,0.448955,Active,non-default,AR,"33,948",0
31,107590,102,743,N,2311,4750,192000,189000,0.486526,Active,non-default,OH,"44,160",0
37,180000,80,717,N,1612,3886,95600,95600,0.414822,Active,non-default,NC,"39,000",1
36,58500,90,767,N,2089,5755,165000,172500,0.362989,Active,non-default,MD,"56,763",0
37,185850,90,630,Y,2119,4880,180000,180000,0.434221,Active,non-default,OR,"42,617",1
37,213550,80,723,N,1029,2427,134000,132000,0.42398,Active,non-default,FL,"40,171",1
28,322700,97,605,Y,935,2702,80000,78000,0.34604,Active,non-default,IL,"45,787",1
31,132900,100,635,N,0,7000,118000,118000,0,Active,non-default,PA,"44,286",1
37,181000,100,753,N,2468,4641,375000,370500,0.531782,Active,non-default,CA,"49,894",0
43,293269,90,677,Y,839,1906,100000,89900,0.440189,Pay-off,non-default,ME,"39,395",1
26,93000,100,749,N,2016,5054,246000,229500,0.398892,Pay-off,non-default,LA,"35,523",0
31,176225,95,782,Y,1097,2545,154000,153712,0.431041,Active,non-default,IL,"45,787",1
37,161900,80,633,N,2967,5025,354000,352000,0.590485,Pay-off,non-default,MD,"56,763",0
43,92150,97,733,Y,1531,3750,127000,127000,0.408267,Pay-off,non-default,IL,"45,787",0
27,235000,100,535,N,1429,3454,131000,130876,0.413723,Active,non-default,GA,"43,217",1
40,41700,95,639,N,2652,7178,264000,250300,0.369462,Pay-off,non-default,VA,"53,275",0
30,158700,97,675,N,1038,3750,133000,133000,0.2768,Pay-off,non-default,MI,"44,476",1
22,109900,100,717,N,1207,3160,77000,67000,0.381962,Active,non-default,TN,"38,550",1
37,173500,89,759,N,816,5300,125000,125000,0.153962,Pay-off,non-default,NC,"39,000",1
39,300000,73,633,N,0,5025,183500,183500,0,Pay-off,non-default,NV,"46,984",1
50,113400,100,647,Y,1130,2393,102700,101125,0.472211,Pay-off,non-default,FL,"40,171",1
64,106775,100,754,N,1969,5242,240000,240000,0.37562,Active,non-default,VA,"53,275",0
25,131000,100,673,Y,1438,3360,113000,112000,0.427976,Active,non-default,FL,"40,171",1
37,45000,100,717,Y,1595,5416,129000,127000,0.294498,Active,non-default,FL,"40,171",0
36,267400,99,554,N,0,5025,290000,290000,0,Pay-off,non-default,NJ,"56,772",0
47,400500,90,688,N,1174,2535,133000,130361,0.463116,Active,non-default,GA,"43,217",1
31,102600,90,702,N,1377,5450,142000,139426,0.252661,Active,non-default,TX,"41,275",0
46,77500,88,661,N,2202,7858,270000,260000,0.280224,Active,non-default,OH,"44,160",0
37,193250,100,759,N,661,2230,67250,66500,0.296413,Active,non-default,MO,"43,988",1
37,102200,80,788,N,3315,9102,366940,366940,0.364206,Pay-off,non-default,PA,"44,286",0
26,129600,80,688,N,3021,5111,223000,221500,0.591078,Active,non-default,CO,"51,022",0
29,56500,100,651,Y,2074,7500,170000,168375,0.276533,Active,non-default,PA,"44,286",0
33,175000,85,683,Y,1543,2600,130000,129900,0.593462,Pay-off,non-default,FL,"40,171",1
27,97000,97,681,N,2824,7850,260000,255550,0.359745,Pay-off,non-default,MD,"56,763",0
50,133850,97,636,N,1285,4459,113000,110000,0.288181,Active,non-default,FL,"40,171",1
44,287900,90,649,N,1923,3673,170000,166000,0.52355,Pay-off,non-default,WI,"47,220",1
37,191900,95,782,N,944,3463,139000,140000,0.272596,Active,non-default,SC,"39,326",1
23,67400,98,515,N,1015,6795,152000,149900,0.149375,Default,default,GA,"43,217",0
37,132500,100,548,Y,1408,3471,125000,124900,0.405647,Default,default,GA,"43,217",1
34,227900,95,666,N,2313,5025,41000,39900,0.460328,Pay-off,non-default,FL,"40,171",1
37,266000,95,679,Y,919,2167,111000,110900,0.424089,Active,non-default,FL,"40,171",1
31,149900,100,776,N,1752,5213,130000,129733,0.336083,Active,non-default,GA,"43,217",1
56,49500,90,631,N,2581,10177,265000,250500,0.253611,Active,non-default,TX,"41,275",0
37,217920,80,589,Y,0,5025,191000,189000,0,Active,non-default,FL,"40,171",1
57,75150,90,656,Y,1791,1906,124000,123500,0.939664,Pay-off,non-default,CA,"49,894",0
18,79500,89,721,N,1945,7000,283000,283000,0.277857,Pay-off,non-default,CA,"49,894",0
49,75400,79,704,Y,1741,3105,115000,115000,0.560709,Active,non-default,TN,"38,550",0
36,99650,100,670,N,0,7800,281000,248231,0,Active,non-default,CA,"49,894",0
37,103200,100,777,N,1380,5025,128000,128200,0.274644,Pay-off,non-default,NY,"44,228",0
34,233129,95,692,N,2285,5025,178000,177000,0.454755,Pay-off,non-default,MO,"43,988",1
37,145000,100,801,N,1425,3672,155000,145000,0.388072,Active,non-default,NY,"44,228",0
37,138800,100,727,N,2656,5167,236000,236000,0.514031,Pay-off,non-default,IL,"45,787",0
35,63887,95,685,N,1243,4189,146000,147500,0.29673,Pay-off,non-default,FL,"40,171",0
52,157500,76,718,Y,1882,10395,237000,215000,0.181049,Pay-off,non-default,TN,"38,550",0
28,208023,95,636,N,605,1680,81000,79000,0.360119,Active,non-default,DE,"50,152",1
37,64000,80,689,N,1454,6250,182000,182000,0.23264,Pay-off,non-default,CO,"51,022",0
65,146000,88,676,N,2109,4507,380000,380000,0.467939,Pay-off,non-default,OR,"42,617",0
30,108800,80,756,Y,1445,3152,65000,64700,0.458439,Active,non-default,TX,"41,275",1
36,220500,90,668,N,1626,3203,115500,115500,0.507649,Pay-off,non-default,OH,"44,160",1
